3 0 3 .HCCKLGH.JKLGAAJ.MG....M..IEEEFFI...
3 0 3 .HCC.LGH.JKLGAAJKMG....M..IEEEFFI... K99
3 0 3 .HCC.LGH.J.LGAAJKMG...KM..IEEEFFI... K98
3 0 3 GHCCKLGH.JKLGAAJ.M.....M..IEEEFFI... G99
3 0 3 .HCCKL.H.JKLGAAJ.MG....MG.IEEEFFI... G99
3 0 3 .HCCKLGH..KLGAAJ.MG..J.M..IEEEFFI... J99
3 0 3 .HCCKLGH.JKLGAAJ.MG.I..M..IEEEFF.... I99
3 0 3 .H.CCLGH.JKLGAAJKMG....M..IEEEFFI... C99 K99
3 0 3 .HCC.LGH.J.LGAAJKMG...KM..IEEEFFI... K98 K99
3 0 3 GHCC.LGH.JKLGAAJKM.....M..IEEEFFI... G99 K99
3 0 3 .HCC.L.H.JKLGAAJKMG....MG.IEEEFFI... G99 K99
3 0 3 .HCC.LGH..KLGAAJKMG..J.M..IEEEFFI... J99 K99
3 0 3 .HCC.LGH.JKLGAAJKMG.I..M..IEEEFF.... I99 K99
3 0 3 .H.CCLGH.J.LGAAJKMG...KM..IEEEFFI... C99 K98
3 0 3 .HCC.LGH.JKLGAAJKMG....M..IEEEFFI... K97 K98
3 0 3 GHCC.LGH.J.LGAAJKM....KM..IEEEFFI... G99 K98
3 0 3 .HCC.L.H.J.LGAAJKMG...KMG.IEEEFFI... G99 K98
3 0 3 .HCC.LGH...LGAAJKMG..JKM..IEEEFFI... J99 K98
3 0 3 .HCC.LGH.J.LGAAJKMG.I.KM..IEEEFF.... I99 K98
3 0 3 .HCCKL.H.JKLGAAJ.MG....MG.IEEEFFI... G97 G99
3 0 3 GHCCKLGH..KLGAAJ.M...J.M..IEEEFFI... J99 G99
3 0 3 GHCCKLGH.JKLGAAJ.M..I..M..IEEEFF.... I99 G99
3 0 3 GHCCKLGH.JKLGAAJ.M.....M..IEEEFFI... G97 G99
3 0 3 .HCCKL.H..KLGAAJ.MG..J.MG.IEEEFFI... J99 G99
3 0 3 .HCCKL.H.JKLGAAJ.MG.I..MG.IEEEFF.... I99 G99
3 0 3 .HCCKLGH..KLGAAJ.MG.IJ.M..IEEEFF.... I99 J99
3 0 3 .HCCKLGH.JKLGAAJ.MG.I..M..IEEE.FF... F99 I99
3 0 3 .HCCKLGH.JKLGAAJ.MG.I..M..IEEE..FF.. F98 I99
3 0 3 .HCCKLGH.JKLGAAJ.MG.I..M..IEEE...FF. F97 I99
3 0 3 .HCCKLGH.JKLGAAJ.MG.I..M..IEEE....FF F96 I99
3 0 3 GH.CCLGH.JKLGAAJKM.....M..IEEEFFI... G99 C99 K99
3 0 3 .H.CCL.H.JKLGAAJKMG....MG.IEEEFFI... G99 C99 K99
3 0 3 .H.CCLGH..KLGAAJKMG..J.M..IEEEFFI... J99 C99 K99
3 0 3 .H.CCLGH.JKLGAAJKMG.I..M..IEEEFF.... I99 C99 K99
3 0 3 GHCC.LGH..KLGAAJKM...J.M..IEEEFFI... J99 G99 K99
3 0 3 GHCC.LGH.JKLGAAJKM..I..M..IEEEFF.... I99 G99 K99
3 0 3 .HCC.L.H..KLGAAJKMG..J.MG.IEEEFFI... J99 G99 K99
3 0 3 .HCC.L.H.JKLGAAJKMG.I..MG.IEEEFF.... I99 G99 K99
3 0 3 .HCCKLGH..KLGAAJ.MG..J.M..IEEEFFI... K98 J99 K99
3 0 3 .HCC.LGH..KLGAAJKMG.IJ.M..IEEEFF.... I99 J99 K99
3 0 3 .HCCKLGH.JKLGAAJ.MG.I..M..IEEEFF.... K98 I99 K99
3 0 3 .HCC.LGH.JKLGAAJKMG.I..M..IEEE.FF... F99 I99 K99
3 0 3 .HCC.LGH.JKLGAAJKMG.I..M..IEEE..FF.. F98 I99 K99
3 0 3 .HCC.LGH.JKLGAAJKMG.I..M..IEEE...FF. F97 I99 K99
3 0 3 .HCC.LGH.JKLGAAJKMG.I..M..IEEE....FF F96 I99 K99
3 0 3 GH.CCLGH.J.LGAAJKM....KM..IEEEFFI... G99 C99 K98
3 0 3 .H.CCL.H.J.LGAAJKMG...KMG.IEEEFFI... G99 C99 K98
3 0 3 .H.CCLGH...LGAAJKMG..JKM..IEEEFFI... J99 C99 K98
3 0 3 .H.CCLGH.J.LGAAJKMG.I.KM..IEEEFF.... I99 C99 K98
3 0 3 GHCC.LGH...LGAAJKM...JKM..IEEEFFI... J99 G99 K98
3 0 3 GHCC.LGH.J.LGAAJKM..I.KM..IEEEFF.... I99 G99 K98
3 0 3 .HCC.L.H...LGAAJKMG..JKMG.IEEEFFI... J99 G99 K98
3 0 3 .HCC.L.H.J.LGAAJKMG.I.KMG.IEEEFF.... I99 G99 K98
3 0 3 .HCC.LGH...LGAAJKMG.IJKM..IEEEFF.... I99 J99 K98
3 0 3 .HCC.LGH.J.LGAAJKMG.I.KM..IEEE.FF... F99 I99 K98
3 0 3 .HCC.LGH.J.LGAAJKMG.I.KM..IEEE..FF.. F98 I99 K98
3 0 3 .HCC.LGH.J.LGAAJKMG.I.KM..IEEE...FF. F97 I99 K98
3 0 3 .HCC.LGH.J.LGAAJKMG.I.KM..IEEE....FF F96 I99 K98
3 0 3 GHCCKLGH..KLGAAJ.M..IJ.M..IEEEFF.... I99 J99 G99
3 0 3 GHCCKLGH.JKLGAAJ.M..I..M..IEEE.FF... F99 I99 G99
3 0 3 GHCCKLGH.JKLGAAJ.M..I..M..IEEE..FF.. F98 I99 G99
3 0 3 GHCCKLGH.JKLGAAJ.M..I..M..IEEE...FF. F97 I99 G99
3 0 3 GHCCKLGH.JKLGAAJ.M..I..M..IEEE....FF F96 I99 G99
3 0 3 .HCCKL.H..KLGAAJ.MG.IJ.MG.IEEEFF.... I99 J99 G99
3 0 3 .HCCKL.H.JKLGAAJ.MG.I..MG.IEEE.FF... F99 I99 G99
3 0 3 .HCCKL.H.JKLGAAJ.MG.I..MG.IEEE..FF.. F98 I99 G99
3 0 3 .HCCKL.H.JKLGAAJ.MG.I..MG.IEEE...FF. F97 I99 G99
3 0 3 .HCCKL.H.JKLGAAJ.MG.I..MG.IEEE....FF F96 I99 G99
3 0 3 .HCCKLGH..KLGAAJ.MG.IJ.M..IEEE.FF... F99 I99 J99
3 0 3 .HCCKLGH..KLGAAJ.MG.IJ.M..IEEE..FF.. F98 I99 J99
3 0 3 .HCCKLGH..KLGAAJ.MG.IJ.M..IEEE...FF. F97 I99 J99
3 0 3 .HCCKLGH..KLGAAJ.MG.IJ.M..IEEE....FF F96 I99 J99
3 0 3 .HCCKL.H.JKL.AAJ.MG.I..MG.IEEEGFF... G98 F99 I99
3 0 3 .HCCKL.H.JKL.AAJ.MG.I..MG.IEEEG.FF.. G98 F98 I99
3 0 3 .HCCKL.H.JKL.AAJ.MG.I..MG.IEEEG..FF. G98 F97 I99
3 0 3 .HCCKLGH.JKLGAAJ.MG....M..IEEE..IFF. I98 F97 I99
3 0 3 .HCCKL.H.JKL.AAJ.MG.I..MG.IEEEG...FF G98 F96 I99
3 0 3 .HCCKLGH.JKLGAAJ.MG....M..IEEE..I.FF I98 F96 I99
3 0 3 .HICCL.HI.KLGAAJKMG..J.MG..EEEFF.... F98 J99 G97 A98 I96 A99 G98 F99 I99 C99 K99
3 0 3 .HICCL.HI.KLGAAJKMG..J.MG..EEE..FF.. F98 J99 G97 A98 I96 A99 G98 F99 I99 C99 K99
3 0 3 .HICCL.HI.KLGAAJKMG..J.MG..EEE...FF. F97 J99 G97 A98 I96 A99 G98 F99 I99 C99 K99
3 0 3 .HICCL.HI.KLGAAJKMG..J.MG..EEE....FF F96 J99 G97 A98 I96 A99 G98 F99 I99 C99 K99
3 0 3 .HICCL.HIJKLGAAJK.G....MG.EEEM.FF... M99 E99 G97 A98 I96 A99 G98 F99 I99 C99 K99
3 0 3 .HICCL.HIJKLGAAJK.G.....G.EEEM.FF..M M98 E99 G97 A98 I96 A99 G98 F99 I99 C99 K99
3 0 3 .HICCL.HIJKLGAAJKMG....MG.EEE.FF.... F98 E99 G97 A98 I96 A99 G98 F99 I99 C99 K99
3 0 3 .HICCL.HIJKLGAAJKMG....MG.EEE...FF.. F98 E99 G97 A98 I96 A99 G98 F99 I99 C99 K99
3 0 3 .HICCL.HIJKLGAAJKMG....MG.EEE....FF. F97 E99 G97 A98 I96 A99 G98 F99 I99 C99 K99
3 0 3 .HICCL.HIJKLGAAJKMG....MG.EEE.....FF F96 E99 G97 A98 I96 A99 G98 F99 I99 C99 K99
3 0 3 .HICCL.HIJ.LGAAJ.MG...KMGEEEK..FF... K97 E98 G97 A98 I96 A99 G98 F99 I99 C99 K99
3 0 3 .HICCL.HIJ.LGAAJ.MG....MGEEEK..FF.K. K96 E98 G97 A98 I96 A99 G98 F99 I99 C99 K99
3 0 3 .HICCL.HIJKLGAAJK.G....MGEEE.M.FF... M99 E98 G97 A98 I96 A99 G98 F99 I99 C99 K99
3 0 3 .HICCL.HIJKLGAAJK.G.....GEEE.M.FF..M M98 E98 G97 A98 I96 A99 G98 F99 I99 C99 K99
3 0 3 .HICCL.HIJKLGAAJKMG....MGEEE..FF.... F98 E98 G97 A98 I96 A99 G98 F99 I99 C99 K99
3 0 3 .HICCL.HIJKLGAAJKMG....MGEEE....FF.. F98 E98 G97 A98 I96 A99 G98 F99 I99 C99 K99
3 0 3 .HICCL.HIJKLGAAJKMG....MGEEE.....FF. F97 E98 G97 A98 I96 A99 G98 F99 I99 C99 K99
3 0 3 .HICCL.HIJKLGAAJKMG....MGEEE......FF F96 E98 G97 A98 I96 A99 G98 F99 I99 C99 K99
3 0 3 .HICCLGHI.KLGAAJKMG..J.M..EEE..FF... E99 J99 G96 A98 I96 A99 G98 F99 I99 C99 K99
3 0 3 .HICCLGHI.KLGAAJKMG..J.M.EEE...FF... E98 J99 G96 A98 I96 A99 G98 F99 I99 C99 K99
3 0 3 .HICCLGHI.KLGAAJKMG..J.MEEE....FF... E97 J99 G96 A98 I96 A99 G98 F99 I99 C99 K99
3 0 3 .HICCLGHI.KLGAAJKMG..J.M...EEEFF.... F98 J99 G96 A98 I96 A99 G98 F99 I99 C99 K99
3 0 3 .HICCLGHI.KLGAAJKMG..J.M...EEE..FF.. F98 J99 G96 A98 I96 A99 G98 F99 I99 C99 K99
3 0 3 .HICCLGHI.KLGAAJKMG..J.M...EEE...FF. F97 J99 G96 A98 I96 A99 G98 F99 I99 C99 K99
3 0 3 .HICCLGHI.KLGAAJKMG..J.M...EEE....FF F96 J99 G96 A98 I96 A99 G98 F99 I99 C99 K99
3 0 3 .HICCLGHIJKLGAAJK.G....M..EEEM.FF... M99 E99 G96 A98 I96 A99 G98 F99 I99 C99 K99
3 0 3 .HICCLGHIJKLGAAJK.G.......EEEM.FF..M M98 E99 G96 A98 I96 A99 G98 F99 I99 C99 K99
3 0 3 .HICCLGHIJKLGAAJKMG....M..EEE.FF.... F98 E99 G96 A98 I96 A99 G98 F99 I99 C99 K99
3 0 3 .HICCLGHIJKLGAAJKMG....M..EEE...FF.. F98 E99 G96 A98 I96 A99 G98 F99 I99 C99 K99
3 0 3 .HICCLGHIJKLGAAJKMG....M..EEE....FF. F97 E99 G96 A98 I96 A99 G98 F99 I99 C99 K99
3 0 3 .HICCLGHIJKLGAAJKMG....M..EEE.....FF F96 E99 G96 A98 I96 A99 G98 F99 I99 C99 K99
3 0 3 .HICCLGHIJ.LGAAJ.MG...KM.EEEK..FF... K97 E98 G96 A98 I96 A99 G98 F99 I99 C99 K99
3 0 3 .HICCLGHIJ.LGAAJ.MG....M.EEEK..FF.K. K96 E98 G96 A98 I96 A99 G98 F99 I99 C99 K99
3 0 3 .HICCLGHIJKLGAAJK.G....M.EEE.M.FF... M99 E98 G96 A98 I96 A99 G98 F99 I99 C99 K99
3 0 3 .HICCLGHIJKLGAAJK.G......EEE.M.FF..M M98 E98 G96 A98 I96 A99 G98 F99 I99 C99 K99
3 0 3 .HICCLGHIJKLGAAJKMG....M.EEE..FF.... F98 E98 G96 A98 I96 A99 G98 F99 I99 C99 K99
3 0 3 .HICCLGHIJKLGAAJKMG....M.EEE....FF.. F98 E98 G96 A98 I96 A99 G98 F99 I99 C99 K99
3 0 3 .HICCLGHIJKLGAAJKMG....M.EEE.....FF. F97 E98 G96 A98 I96 A99 G98 F99 I99 C99 K99
3 0 3 .HICCLGHIJKLGAAJKMG....M.EEE......FF F96 E98 G96 A98 I96 A99 G98 F99 I99 C99 K99
3 0 3 .HICCLGHIJ.LGAAJ.MG...KMEEE.K..FF... K97 E97 G96 A98 I96 A99 G98 F99 I99 C99 K99
3 0 3 .HICCLGHIJ.LGAAJ.MG....MEEE.K..FF.K. K96 E97 G96 A98 I96 A99 G98 F99 I99 C99 K99
3 0 3 .HICCLGHI.KLGAA.KMG..J.MEEEJ...FF... J98 E97 G96 A98 I96 A99 G98 F99 I99 C99 K99
2 0 2 .HICCLGHI.KLG.AAKMG..J.MEEEJ...FF... A97 J98 E97 G96 A98 I96 A99 G98 F99 I99 C99 K99
2 0 2 ..ICCLGHI.KLGHAAKMG..J.MEEEJ...FF... H99 A97 J98 E97 G96 A98 I96 A99 G98 F99 I99 C99 K99
2 0 2 ..ICCLG.I.KLGHAAKMGH.J.MEEEJ...FF... H98 A97 J98 E97 G96 A98 I96 A99 G98 F99 I99 C99 K99
2 0 2 .HICCLGHI..LG.AAKMG..JKMEEEJ...FF... K98 A97 J98 E97 G96 A98 I96 A99 G98 F99 I99 C99 K99
2 0 2 .HICCLGHI..LG.AA.MG..JKMEEEJK..FF... K97 A97 J98 E97 G96 A98 I96 A99 G98 F99 I99 C99 K99
1 0 1 .HICCLGHI..LG..AAMG..JKMEEEJK..FF... A96 K97 A97 J98 E97 G96 A98 I96 A99 G98 F99 I99 C99 K99
1 0 1 ..ICCLGHI..LGH.AAMG..JKMEEEJK..FF... H99 A96 K97 A97 J98 E97 G96 A98 I96 A99 G98 F99 I99 C99 K99
1 0 1 ..ICCLG.I..LGH.AAMGH.JKMEEEJK..FF... H98 A96 K97 A97 J98 E97 G96 A98 I96 A99 G98 F99 I99 C99 K99
1 0 1 .HICCLGHI..LG..AAMG..J.MEEEJK..FF.K. K96 A96 K97 A97 J98 E97 G96 A98 I96 A99 G98 F99 I99 C99 K99
1 0 1 GHICCLGHI..LG..AAM...JKMEEEJK..FF... G95 A96 K97 A97 J98 E97 G96 A98 I96 A99 G98 F99 I99 C99 K99
1 0 1 .HICCLGHI..LG..AAMG...KMEEEJK..FFJ.. J97 A96 K97 A97 J98 E97 G96 A98 I96 A99 G98 F99 I99 C99 K99
1 0 1 .HICCLGHI..LG..AA.G..JKMEEEJKM.FF... M99 A96 K97 A97 J98 E97 G96 A98 I96 A99 G98 F99 I99 C99 K99
0 0 0 .HICCLGHI..LG...AAG..JKMEEEJKM.FF... A95 M99 A96 K97 A97 J98 E97 G96 A98 I96 A99 G98 F99 I99 C99 K99
