0 0 0 LLLDMEBB.DME.AAFJKIHHFJKI...JK.GG...
1 1 0 LLLDME.BBDME.AAFJKIHHFJKI...JK.GG... B99
1 1 0 LLLDMEBB.DMEAA.FJKIHHFJKI...JK.GG... A99
1 1 0 LLLDMEBB.DME.AA.JKIHHFJKI..FJK.GG... F99
1 1 0 LLLDMEBB.DME.AA.JKIHH.JKI..FJK.GGF.. F98
1 1 0 LLLDMEBB.DME.AAF.KIHHFJKI...JK.GG.J. J99
1 1 0 LLLDMEBB.DME.AAFJ.IHHFJKI...JK.GG..K K99
1 1 0 LLLDMEBB.DMEIAAFJKIHHFJK....JK.GG... I99
1 1 0 LLLDMEBB.DME.AAFJK.HHFJKI...JKIGG... I99
1 1 0 LLLDMEBB.DME.AAFJKIHHFJKI...JKGG.... G99
1 1 0 LLLDMEBB.DME.AAFJKIHHFJKI...JK..GG.. G99
1 1 0 LLLDMEBB.DME.AAFJKIHHFJKI...JK...GG. G98
1 1 0 LLLDMEBB.DME.AAFJKIHHFJKI...JK....GG G97
2 2 0 LLLDMEBB.DME.AAFJKIHHFJKI...JK.GG... B98 B99
2 2 0 LLLDME.BBDMEAA.FJKIHHFJKI...JK.GG... A99 B99
2 2 0 LLLDME.BBDME.AA.JKIHHFJKI..FJK.GG... F99 B99
2 2 0 LLLDME.BBDME.AA.JKIHH.JKI..FJK.GGF.. F98 B99
2 2 0 LLLDME.BBDME.AAF.KIHHFJKI...JK.GG.J. J99 B99
2 2 0 LLLDME.BBDME.AAFJ.IHHFJKI...JK.GG..K K99 B99
2 2 0 LLLDME.BBDMEIAAFJKIHHFJK....JK.GG... I99 B99
2 2 0 LLLDMEIBBDMEIAAFJK.HHFJK....JK.GG... I98 B99
2 2 0 LLLDME.BBDME.AAFJK.HHFJKI...JKIGG... I99 B99
2 2 0 LLLDME.BBDME.AAFJKIHHFJKI...JKGG.... G99 B99
2 2 0 LLLDME.BBDME.AAFJKIHHFJKI...JK..GG.. G99 B99
2 2 0 LLLDME.BBDME.AAFJKIHHFJKI...JK...GG. G98 B99
2 2 0 LLLDME.BBDME.AAFJKIHHFJKI...JK....GG G97 B99
2 2 0 LLLDMEBB.DMEAA..JKIHHFJKI..FJK.GG... F99 A99
2 2 0 LLLDMEBB.DMEAA..JKIHH.JKI..FJK.GGF.. F98 A99
2 2 0 LLLDMEBB.DMEAA.F.KIHHFJKI...JK.GG.J. J99 A99
2 2 0 LLLDMEBB.DMEAA.FJ.IHHFJKI...JK.GG..K K99 A99
2 2 0 LLLDMEBB.DMEAA.FJK.HHFJKI...JKIGG... I99 A99
2 2 0 LLLDMEBB.DMEAA.FJKIHHFJKI...JKGG.... G99 A99
2 2 0 LLLDMEBB.DMEAA.FJKIHHFJKI...JK..GG.. G99 A99
2 2 0 LLLDMEBB.DMEAA.FJKIHHFJKI...JK...GG. G98 A99
2 2 0 LLLDMEBB.DMEAA.FJKIHHFJKI...JK....GG G97 A99
2 2 0 LLL.MEBB.DME.AADJKIHHFJKI..FJK.GG... D99 F99
2 2 0 LLLDMEBB.DME..AAJKIHHFJKI..FJK.GG... A99 F99
2 2 0 LLLDMEBB.DME.AA..KIHHFJKI..FJK.GG.J. J99 F99
2 2 0 LLLDMEBB.DME.AA.J.IHHFJKI..FJK.GG..K K99 F99
2 2 0 LLLDMEBB.DMEIAA.JKIHHFJK...FJK.GG... I99 F99
2 2 0 LLLDMEBB.DME.AA.JK.HHFJKI..FJKIGG... I99 F99
2 2 0 LLLDMEBB.DME.AA.JKIHHFJKI..FJKGG.... G99 F99
2 2 0 LLLDMEBB.DME.AA.JKIHHFJKI..FJK..GG.. G99 F99
2 2 0 LLLDMEBB.DME.AA.JKIHHFJKI..FJK...GG. G98 F99
2 2 0 LLLDMEBB.DME.AA.JKIHHFJKI..FJK....GG G97 F99
2 2 0 LLL.MEBB.DME.AADJKIHH.JKI..FJK.GGF.. D99 F98
2 2 0 LLL.MEBB..ME.AADJKIHHDJKI..FJK.GGF.. D98 F98
2 2 0 LLLDMEBB.DME..AAJKIHH.JKI..FJK.GGF.. A99 F98
2 2 0 LLLDMEBB.DME.AA..KIHH.JKI..FJK.GGFJ. J99 F98
2 2 0 LLLDMEBB.DME.AA.J.IHH.JKI..FJK.GGF.K K99 F98
2 2 0 LLLDMEBB.DMEIAA.JKIHH.JK...FJK.GGF.. I99 F98
2 2 0 LLLDMEBB.DME.AA.JK.HH.JKI..FJKIGGF.. I99 F98
2 2 0 LLLDMEBB.DME.AA.JKI.HHJKI..FJK.GGF.. H99 F98
2 2 0 LLLDMEBB.DME.AA.JKIHH.JKI..FJKGG.F.. G99 F98
2 2 0 LLLD.EBB.DME.AAFMKIHHFJKI...JK.GG.J. M99 J99
2 2 0 LLLDMEBB.DME.AAF..IHHFJKI...JK.GG.JK K99 J99
2 2 0 LLLDMEBB.DMEIAAF.KIHHFJK....JK.GG.J. I99 J99
2 2 0 LLLDMEBB.DME.AAF.K.HHFJKI...JKIGG.J. I99 J99
2 2 0 LLLDMEBB.DME.AAF.KIHHFJKI...JKGG..J. G99 J99
2 2 0 LLLDMEBB.DME.AAF.KIHHFJKI...JK..GGJ. G99 J99
2 2 0 LLLDM.BB.DME.AAFJEIHHFJKI...JK.GG..K E99 K99
2 2 0 LLLDMEBB.DMEIAAFJ.IHHFJK....JK.GG..K I99 K99
2 2 0 LLLDMEBB.DME.AAFJ..HHFJKI...JKIGG..K I99 K99
2 2 0 LLLDMEBB.DME.AAFJ.IHHFJKI...JKGG...K G99 K99
2 2 0 LLLDMEBB.DME.AAFJ.IHHFJKI...JK..GG.K G99 K99
2 2 0 LLLDMEBB.DME.AAFJ.IHHFJKI...JK...GGK G98 K99
2 2 0 LLLDMEBB.DMEIAAFJKIHHFJK....JKGG.... G99 I99
2 2 0 LLLDMEBB.DMEIAAFJKIHHFJK....JK..GG.. G99 I99
2 2 0 LLLDMEBB.DMEIAAFJKIHHFJK....JK...GG. G98 I99
2 2 0 LLLDMEBB.DMEIAAFJKIHHFJK....JK....GG G97 I99
2 2 0 LLLDMEBB.DME.AAFJKHH.FJKI...JKIGG... H99 I99
2 2 0 LLLDMEBB.DME.AAFJK.HHFJKI...JKI.GG.. G99 I99
2 2 0 LLLDMEBB.DME.AAFJK.HHFJKI...JKI..GG. G98 I99
2 2 0 LLLDMEBB.DME.AAFJK.HHFJKI...JKI...GG G97 I99
2 2 0 LLLDMEBB.DME.AA.JKIHH.JKI..FJK...FGG F98 G97
3 3 0 LLLDMEBB.DMEAA..J.IHH.JKI..FJK.GGF.K K99 F98 A99
3 3 0 LLLDMEBB.DMEAA..JK.HH.JKI..FJKIGGF.. I99 F98 A99
3 3 0 LLLDMEBB.DMEAA..JKI.HHJKI..FJK.GGF.. H99 F98 A99
3 3 0 LLLDMEBB.DMEAA..JKIHH.JKI..FJKGG.F.. G99 F98 A99
3 3 0 LLLD.EBB.DMEAA.FMKIHHFJKI...JK.GG.J. M99 J99 A99
3 3 0 LLLDMEBB.DMEAA.F..IHHFJKI...JK.GG.JK K99 J99 A99
3 3 0 LLLDMEBB.DMEAA.F.K.HHFJKI...JKIGG.J. I99 J99 A99
3 3 0 LLLDMEBB.DMEAA.F.KIHHFJKI...JKGG..J. G99 J99 A99
3 3 0 LLLDMEBB.DMEAA.F.KIHHFJKI...JK..GGJ. G99 J99 A99
3 3 0 LLLDM.BB.DMEAA.FJEIHHFJKI...JK.GG..K E99 K99 A99
3 3 0 LLLDMEBB.DMEAA.FJ..HHFJKI...JKIGG..K I99 K99 A99
3 3 0 LLLDMEBB.DMEAA.FJ.IHHFJKI...JKGG...K G99 K99 A99
3 3 0 LLLDMEBB.DMEAA.FJ.IHHFJKI...JK..GG.K G99 K99 A99
3 3 0 LLLDMEBB.DMEAA.FJ.IHHFJKI...JK...GGK G98 K99 A99
3 3 0 LLLDMEBB.DMEAA.FJKHH.FJKI...JKIGG... H99 I99 A99
3 3 0 LLLDMEBB.DMEAA.FJK.HHFJKI...JKI.GG.. G99 I99 A99
3 3 0 LLLDMEBB.DMEAA.FJK.HHFJKI...JKI..GG. G98 I99 A99
3 3 0 LLLDMEBB.DMEAA.FJK.HHFJKI...JKI...GG G97 I99 A99
3 3 0 LLLDMEBB.DMEAA..JKIHH.JKI..FJK...FGG F98 G97 A99
3 3 0 .LLLMEBB.DME.AADJKIHHFJKI..FJK.GG... L99 D99 F99
3 3 0 LLL.MEBB.DME.AAD.KIHHFJKI..FJK.GG.J. J99 D99 F99
3 3 0 LLL.MEBB.DME.AADJ.IHHFJKI..FJK.GG..K K99 D99 F99
3 3 0 LLL.MEBB.DMEIAADJKIHHFJK...FJK.GG... I99 D99 F99
3 3 0 LLL.MEBB.DME.AADJK.HHFJKI..FJKIGG... I99 D99 F99
3 3 0 LLL.MEBB.DME.AADJKIHHFJKI..FJKGG.... G99 D99 F99
3 3 0 LLL.MEBB.DME.AADJKIHHFJKI..FJK..GG.. G99 D99 F99
3 3 0 LLL.MEBB.DME.AADJKIHHFJKI..FJK...GG. G98 D99 F99
3 3 0 LLL.MEBB.DME.AADJKIHHFJKI..FJK....GG G97 D99 F99
3 3 0 LLLDMEBB.DME..AA.KIHHFJKI..FJK.GG.J. J99 A99 F99
3 3 0 LLLDMEBB.DME..AAJ.IHHFJKI..FJK.GG..K K99 A99 F99
3 3 0 LLLDMEBB.DMEI.AAJKIHHFJK...FJK.GG... I99 A99 F99
3 3 0 LLLDMEBB.DME..AAJK.HHFJKI..FJKIGG... I99 A99 F99
3 3 0 LLLDMEBB.DME..AAJKIHHFJKI..FJKGG.... G99 A99 F99
3 3 0 LLLDMEBB.DME..AAJKIHHFJKI..FJK..GG.. G99 A99 F99
3 3 0 LLLDMEBB.DME..AAJKIHHFJKI..FJK...GG. G98 A99 F99
3 3 0 LLLDMEBB.DME..AAJKIHHFJKI..FJK....GG G97 A99 F99
3 3 0 LLLD.EBB.DME.AA.MKIHHFJKI..FJK.GG.J. M99 J99 F99
3 3 0 LLLDMEBB.DME...AAKIHHFJKI..FJK.GG.J. A98 J99 F99
3 3 0 LLLDMEBB.DME.AA...IHHFJKI..FJK.GG.JK K99 J99 F99
3 3 0 LLLDMEBB.DMEIAA..KIHHFJK...FJK.GG.J. I99 J99 F99
3 3 0 LLLDMEBB.DME.AA..K.HHFJKI..FJKIGG.J. I99 J99 F99
3 3 0 LLLDMEBB.DME.AA..KIHHFJKI..FJKGG..J. G99 J99 F99
3 3 0 LLLDMEBB.DME.AA..KIHHFJKI..FJK..GGJ. G99 J99 F99
3 3 0 LLLDM.BB.DME.AA.JEIHHFJKI..FJK.GG..K E99 K99 F99
3 3 0 LLLDMEBB.DMEIAA.J.IHHFJK...FJK.GG..K I99 K99 F99
3 3 0 LLLDMEBB.DME.AA.J..HHFJKI..FJKIGG..K I99 K99 F99
3 3 0 LLLDMEBB.DME.AA.J.IHHFJKI..FJKGG...K G99 K99 F99
3 3 0 LLLDMEBB.DME.AA.J.IHHFJKI..FJK..GG.K G99 K99 F99
3 3 0 LLLDMEBB.DME.AA.J.IHHFJKI..FJK...GGK G98 K99 F99
3 3 0 LLLDMEBB.DMEIAA.JKIHHFJK...FJKGG.... G99 I99 F99
3 3 0 LLLDMEBB.DMEIAA.JKIHHFJK...FJK..GG.. G99 I99 F99
3 3 0 LLLDMEBB.DMEIAA.JKIHHFJK...FJK...GG. G98 I99 F99
3 3 0 LLLDMEBB.DMEIAA.JKIHHFJK...FJK....GG G97 I99 F99
3 3 0 LLLDMEBB.DME.AA.JKHH.FJKI..FJKIGG... H99 I99 F99
3 3 0 LLLDMEBB.DME.AA.JK.HHFJKI..FJKI.GG.. G99 I99 F99
3 3 0 LLLDMEBB.DME.AA.JK.HHFJKI..FJKI..GG. G98 I99 F99
3 3 0 LLLDMEBB.DME.AA.JK.HHFJKI..FJKI...GG G97 I99 F99
3 3 0 .LLLMEBB.DME.AADJKIHH.JKI..FJK.GGF.. L99 D99 F98
3 3 0 LLL.MEBB.DME.AAD.KIHH.JKI..FJK.GGFJ. J99 D99 F98
3 3 0 LLL.MEBB.DME.AADJ.IHH.JKI..FJK.GGF.K K99 D99 F98
3 3 0 LLL.MEBB.DMEIAADJKIHH.JK...FJK.GGF.. I99 D99 F98
3 3 0 LLL.MEBB.DME.AADJK.HH.JKI..FJKIGGF.. I99 D99 F98
3 3 0 LLL.MEBB.DME.AADJKI.HHJKI..FJK.GGF.. H99 D99 F98
3 3 0 LLL.MEBB.DME.AADJKIHH.JKI..FJKGG.F.. G99 D99 F98
3 3 0 .LLLMEBB..ME.AADJKIHHDJKI..FJK.GGF.. L99 D98 F98
3 3 0 LLL.ME..BBME.AADJKIHHDJKI..FJK.GGF.. B98 D98 F98
3 3 0 LLL.MEBB..ME.AAD.KIHHDJKI..FJK.GGFJ. J99 D98 F98
3 3 0 LLL.MEBB..ME.AADJ.IHHDJKI..FJK.GGF.K K99 D98 F98
3 3 0 LLL.MEBB..MEIAADJKIHHDJK...FJK.GGF.. I99 D98 F98
3 3 0 LLL.MEBB..ME.AADJK.HHDJKI..FJKIGGF.. I99 D98 F98
3 3 0 LLL.MEBB..ME.AADJKIHHDJKI..FJKGG.F.. G99 D98 F98
3 3 0 LLLDMEBB.DME..AA.KIHH.JKI..FJK.GGFJ. J99 A99 F98
3 3 0 LLLDMEBB.DME..AAJ.IHH.JKI..FJK.GGF.K K99 A99 F98
3 3 0 LLLDMEBB.DMEI.AAJKIHH.JK...FJK.GGF.. I99 A99 F98
3 3 0 LLLDMEBB.DME..AAJK.HH.JKI..FJKIGGF.. I99 A99 F98
3 3 0 LLLDMEBB.DME..AAJKI.HHJKI..FJK.GGF.. H99 A99 F98
3 3 0 LLLDMEBB.DME..AAJKIHH.JKI..FJKGG.F.. G99 A99 F98
3 3 0 LLLD.EBB.DME.AA.MKIHH.JKI..FJK.GGFJ. M99 J99 F98
3 3 0 LLLDMEBB.DME...AAKIHH.JKI..FJK.GGFJ. A98 J99 F98
3 3 0 LLLDMEBB.DME.AA...IHH.JKI..FJK.GGFJK K99 J99 F98
3 3 0 LLLDMEBB.DMEIAA..KIHH.JK...FJK.GGFJ. I99 J99 F98
3 3 0 LLLDMEBB.DME.AA..K.HH.JKI..FJKIGGFJ. I99 J99 F98
3 3 0 LLLDMEBB.DME.AA..KI.HHJKI..FJK.GGFJ. H99 J99 F98
3 3 0 LLLDMEBB.DME.AA..KIHH.JKI..FJKGG.FJ. G99 J99 F98
3 3 0 LLLDM.BB.DME.AA.JEIHH.JKI..FJK.GGF.K E99 K99 F98
3 3 0 LLLDMEBB.DMEIAA.J.IHH.JK...FJK.GGF.K I99 K99 F98
3 3 0 LLLDMEBB.DME.AA.J..HH.JKI..FJKIGGF.K I99 K99 F98
3 3 0 LLLDMEBB.DME.AA.J.I.HHJKI..FJK.GGF.K H99 K99 F98
